"Floor Space Completed, Accumulated(10000 sq.m)",Province,Date,Building Type,"Floor Space Sold, Accumulated(10000 sq.m)",Floor Space Completed (10000 sq.m),Floor Space Sold(10000 sq.m),Proportion
286.34,Zhejiang,2022/04,Commercialized Buildings Sold,2004.6,55.56,377.65,0.14712035
332.37,Zhejiang,2022/05,Commercialized Buildings Sold,2445.86,46.03,441.26,0.104314916
468.24,Zhejiang,2022/06,Commercialized Buildings Sold,3333.9,135.87,888.04,0.152999865
533.06,Zhejiang,2022/07,Commercialized Buildings Sold,3786.96,64.82,453.06,0.143071558
639.52,Zhejiang,2022/08,Commercialized Buildings Sold,4423.65,106.46,636.69,0.167208532
28.65,Zhejiang,2020/02,Commercialized Residential Buildings Sold,425.93,,,
74.53,Zhejiang,2020/03,Commercialized Residential Buildings Sold,1063.21,45.88,637.28,0.071993472
119.07,Zhejiang,2020/04,Commercialized Residential Buildings Sold,1757.34,44.54,694.13,0.064166655
182.98,Zhejiang,2020/05,Commercialized Residential Buildings Sold,2626.95,63.91,869.61,0.073492715
226.78,Zhejiang,2020/06,Commercialized Residential Buildings Sold,3856.84,43.8,1229.89,0.035612941
271.34,Zhejiang,2020/07,Commercialized Residential Buildings Sold,4647.75,44.56,790.91,0.056340165
307.2,Zhejiang,2020/08,Commercialized Residential Buildings Sold,5405.93,35.86,758.18,0.047297476
360.19,Zhejiang,2020/09,Commercialized Residential Buildings Sold,6221.9,52.99,815.97,0.064941113
380.12,Zhejiang,2020/10,Commercialized Residential Buildings Sold,7013.63,19.93,791.73,0.025172723
424.24,Zhejiang,2020/11,Commercialized Residential Buildings Sold,7824.18,44.12,810.55,0.054432176
480.88,Zhejiang,2020/12,Commercialized Residential Buildings Sold,8832.38,56.64,1008.2,0.056179329
,Zhejiang,2021/01,Commercialized Residential Buildings Sold,,,,
91.49,Zhejiang,2021/02,Commercialized Residential Buildings Sold,1190.39,,,
153.99,Zhejiang,2021/03,Commercialized Residential Buildings Sold,2294.21,62.5,1103.82,0.056621551
228.28,Zhejiang,2021/04,Commercialized Residential Buildings Sold,3187.02,74.29,892.81,0.083209193
279.78,Zhejiang,2021/05,Commercialized Residential Buildings Sold,4123.06,51.5,936.04,0.055019016
351.6,Zhejiang,2021/06,Commercialized Residential Buildings Sold,5224.67,71.82,1101.61,0.065195487
395.84,Zhejiang,2021/07,Commercialized Residential Buildings Sold,5700.94,44.24,476.27,0.092888488
443.55,Zhejiang,2021/08,Commercialized Residential Buildings Sold,6285.53,47.71,584.59,0.081612754
472.26,Zhejiang,2021/09,Commercialized Residential Buildings Sold,6922.62,28.71,637.09,0.045064277
490.97,Zhejiang,2021/10,Commercialized Residential Buildings Sold,7374.6,18.71,451.98,0.041395637
524.34,Zhejiang,2021/11,Commercialized Residential Buildings Sold,7897.62,33.37,523.02,0.063802531
569.31,Zhejiang,2021/12,Commercialized Residential Buildings Sold,8423.68,44.97,526.06,0.085484545
,Zhejiang,2022/01,Commercialized Residential Buildings Sold,,,,
55.45,Zhejiang,2022/02,Commercialized Residential Buildings Sold,629.74,,,
104.55,Zhejiang,2022/03,Commercialized Residential Buildings Sold,1222.81,49.1,593.07,0.082789553
131.7,Zhejiang,2022/04,Commercialized Residential Buildings Sold,1526.7,27.15,303.89,0.089341538
152.75,Zhejiang,2022/05,Commercialized Residential Buildings Sold,1887.64,21.05,360.94,0.058319942
243.1,Zhejiang,2022/06,Commercialized Residential Buildings Sold,2610.27,90.35,722.63,0.125029406
278.8,Zhejiang,2022/07,Commercialized Residential Buildings Sold,2978.36,35.7,368.09,0.09698715
342.31,Zhejiang,2022/08,Commercialized Residential Buildings Sold,3510.16,63.51,531.8,0.119424596
