Province,Date,Total Sale accumulate(100 million yuan),Total Sale (100 million yuan),Building Type
Anhui,2020/02,349.21,,Commercialized Buildings Sold
Anhui,2020/02,318.6,,Commercialized Residential Buildings Sold
Anhui,2020/03,962.31,613.1,Commercialized Buildings Sold
Anhui,2020/03,878.67,560.07,Commercialized Residential Buildings Sold
Anhui,2020/04,1520.78,558.47,Commercialized Buildings Sold
Anhui,2020/04,1399.35,520.68,Commercialized Residential Buildings Sold
Anhui,2020/05,2135.25,614.47,Commercialized Buildings Sold
Anhui,2020/05,1961.57,562.22,Commercialized Residential Buildings Sold
Anhui,2020/06,3189.82,1054.57,Commercialized Buildings Sold
Anhui,2020/06,2930.73,969.16,Commercialized Residential Buildings Sold
Anhui,2020/07,3750.84,561.02,Commercialized Buildings Sold
Anhui,2020/07,3438.36,507.63,Commercialized Residential Buildings Sold
Anhui,2020/08,4417.5,666.66,Commercialized Buildings Sold
Anhui,2020/08,4065.27,626.91,Commercialized Residential Buildings Sold
Anhui,2020/09,5148.5,731,Commercialized Buildings Sold
Anhui,2020/09,4750.3,685.03,Commercialized Residential Buildings Sold
Anhui,2020/10,5790.95,642.45,Commercialized Buildings Sold
Anhui,2020/10,5347.25,596.95,Commercialized Residential Buildings Sold
Anhui,2020/11,6413.09,622.14,Commercialized Buildings Sold
Anhui,2020/11,5926.92,579.67,Commercialized Residential Buildings Sold
Anhui,2020/12,7346.15,933.06,Commercialized Buildings Sold
Anhui,2020/12,6760.86,833.94,Commercialized Residential Buildings Sold
Anhui,2021/01,,,Commercialized Buildings Sold
Anhui,2021/01,,,Commercialized Residential Buildings Sold
Anhui,2021/02,1014.75,,Commercialized Buildings Sold
Anhui,2021/02,961.24,,Commercialized Residential Buildings Sold
Anhui,2021/03,1975.9,961.15,Commercialized Buildings Sold
Anhui,2021/03,1873.95,912.71,Commercialized Residential Buildings Sold
Anhui,2021/04,2735.37,759.47,Commercialized Buildings Sold
Anhui,2021/04,2591.37,717.42,Commercialized Residential Buildings Sold
Anhui,2021/05,3503.9,768.53,Commercialized Buildings Sold
Anhui,2021/05,3320.12,728.75,Commercialized Residential Buildings Sold
Anhui,2021/06,4446.98,943.08,Commercialized Buildings Sold
Anhui,2021/06,4184.34,864.22,Commercialized Residential Buildings Sold
Anhui,2021/07,5063.56,616.58,Commercialized Buildings Sold
Anhui,2021/07,4760.37,576.03,Commercialized Residential Buildings Sold
Anhui,2021/08,5658.78,595.22,Commercialized Buildings Sold
Anhui,2021/08,5313.96,553.59,Commercialized Residential Buildings Sold
Anhui,2021/09,6408.56,749.78,Commercialized Buildings Sold
Anhui,2021/09,5997.44,683.48,Commercialized Residential Buildings Sold
Anhui,2021/10,6863.98,455.42,Commercialized Buildings Sold
Anhui,2021/10,6408.15,410.71,Commercialized Residential Buildings Sold
Anhui,2021/11,7431.65,567.67,Commercialized Buildings Sold
Anhui,2021/11,6902.3,494.15,Commercialized Residential Buildings Sold
Anhui,2021/12,8143.19,711.54,Commercialized Buildings Sold
Anhui,2021/12,7514.62,612.32,Commercialized Residential Buildings Sold
Anhui,2022/01,,,Commercialized Buildings Sold
Anhui,2022/01,,,Commercialized Residential Buildings Sold
Anhui,2022/02,822.49,,Commercialized Buildings Sold
Anhui,2022/02,753.18,,Commercialized Residential Buildings Sold
Anhui,2022/03,1523.92,701.43,Commercialized Buildings Sold
Anhui,2022/03,1392.05,638.87,Commercialized Residential Buildings Sold
Anhui,2022/04,1874.66,350.74,Commercialized Buildings Sold
Anhui,2022/04,1700.01,307.96,Commercialized Residential Buildings Sold
Anhui,2022/05,2321.33,446.67,Commercialized Buildings Sold
Anhui,2022/05,2103.89,403.88,Commercialized Residential Buildings Sold
Anhui,2022/06,3061.58,740.25,Commercialized Buildings Sold
Anhui,2022/06,2747.82,643.93,Commercialized Residential Buildings Sold
Anhui,2022/07,3469.75,408.17,Commercialized Buildings Sold
Anhui,2022/07,3128.49,380.67,Commercialized Residential Buildings Sold
Anhui,2022/08,3826.42,356.67,Commercialized Buildings Sold
Anhui,2022/08,3455.38,326.89,Commercialized Residential Buildings Sold
Beijing,2020/02,219.35,,Commercialized Buildings Sold
Beijing,2020/02,140.79,,Commercialized Residential Buildings Sold
Beijing,2020/03,346.71,127.36,Commercialized Buildings Sold
Beijing,2020/03,259.85,119.06,Commercialized Residential Buildings Sold
Beijing,2020/04,595.4,248.69,Commercialized Buildings Sold
Beijing,2020/04,463.74,203.89,Commercialized Residential Buildings Sold
Beijing,2020/05,860.31,264.91,Commercialized Buildings Sold
Beijing,2020/05,706.29,242.55,Commercialized Residential Buildings Sold
Beijing,2020/06,1145.92,285.61,Commercialized Buildings Sold
Beijing,2020/06,950.41,244.12,Commercialized Residential Buildings Sold
Beijing,2020/07,1520.03,374.11,Commercialized Buildings Sold
Beijing,2020/07,1258.21,307.8,Commercialized Residential Buildings Sold
Beijing,2020/08,1930.17,410.14,Commercialized Buildings Sold
Beijing,2020/08,1649.52,391.31,Commercialized Residential Buildings Sold
Beijing,2020/09,2340.19,410.02,Commercialized Buildings Sold
Beijing,2020/09,2041.07,391.55,Commercialized Residential Buildings Sold
Beijing,2020/10,2614.12,273.93,Commercialized Buildings Sold
Beijing,2020/10,2295.58,254.51,Commercialized Residential Buildings Sold
Beijing,2020/11,2999.37,385.25,Commercialized Buildings Sold
Beijing,2020/11,2643.92,348.34,Commercialized Residential Buildings Sold
Beijing,2020/12,3656.85,657.48,Commercialized Buildings Sold
Beijing,2020/12,3131.31,487.39,Commercialized Residential Buildings Sold
Beijing,2021/01,,,Commercialized Buildings Sold
Beijing,2021/01,,,Commercialized Residential Buildings Sold
Beijing,2021/02,451.2,,Commercialized Buildings Sold
Beijing,2021/02,405.09,,Commercialized Residential Buildings Sold
Beijing,2021/03,870.47,419.27,Commercialized Buildings Sold
Beijing,2021/03,797.55,392.46,Commercialized Residential Buildings Sold
Beijing,2021/04,1235.78,365.31,Commercialized Buildings Sold
Beijing,2021/04,1129.24,331.69,Commercialized Residential Buildings Sold
Beijing,2021/05,1559.72,323.94,Commercialized Buildings Sold
Beijing,2021/05,1433.47,304.23,Commercialized Residential Buildings Sold
Beijing,2021/06,2069.54,509.82,Commercialized Buildings Sold
Beijing,2021/06,1920.73,487.26,Commercialized Residential Buildings Sold
Beijing,2021/07,2527,457.46,Commercialized Buildings Sold
Beijing,2021/07,2351.73,431,Commercialized Residential Buildings Sold
Beijing,2021/08,2811.94,284.94,Commercialized Buildings Sold
Beijing,2021/08,2618.37,266.64,Commercialized Residential Buildings Sold
Beijing,2021/09,3250.75,438.81,Commercialized Buildings Sold
Beijing,2021/09,3014.34,395.97,Commercialized Residential Buildings Sold
Beijing,2021/10,3545.11,294.36,Commercialized Buildings Sold
Beijing,2021/10,3281.51,267.17,Commercialized Residential Buildings Sold
Beijing,2021/11,3841.2,296.09,Commercialized Buildings Sold
Beijing,2021/11,3547.34,265.83,Commercialized Residential Buildings Sold
Beijing,2021/12,4486.47,645.27,Commercialized Buildings Sold
Beijing,2021/12,4117.23,569.89,Commercialized Residential Buildings Sold
Beijing,2022/01,,,Commercialized Buildings Sold
Beijing,2022/01,,,Commercialized Residential Buildings Sold
Beijing,2022/02,377.84,,Commercialized Buildings Sold
Beijing,2022/02,350.86,,Commercialized Residential Buildings Sold
Beijing,2022/03,735.84,358,Commercialized Buildings Sold
Beijing,2022/03,653,302.14,Commercialized Residential Buildings Sold
Beijing,2022/04,1005.04,269.2,Commercialized Buildings Sold
Beijing,2022/04,904.95,251.95,Commercialized Residential Buildings Sold
Beijing,2022/05,1295.62,290.58,Commercialized Buildings Sold
Beijing,2022/05,1170.18,265.23,Commercialized Residential Buildings Sold
Beijing,2022/06,1844.32,548.7,Commercialized Buildings Sold
Beijing,2022/06,1671.59,501.41,Commercialized Residential Buildings Sold
Beijing,2022/07,2098.37,254.05,Commercialized Buildings Sold
Beijing,2022/07,1906.51,234.92,Commercialized Residential Buildings Sold
Beijing,2022/08,2421.06,322.69,Commercialized Buildings Sold
Beijing,2022/08,2183.31,276.8,Commercialized Residential Buildings Sold
Chongqing,2020/02,219.39,,Commercialized Buildings Sold
Chongqing,2020/02,187.18,,Commercialized Residential Buildings Sold
Chongqing,2020/03,665.94,446.55,Commercialized Buildings Sold
Chongqing,2020/03,539.88,352.7,Commercialized Residential Buildings Sold
Chongqing,2020/04,1003.29,337.35,Commercialized Buildings Sold
Chongqing,2020/04,812.93,273.05,Commercialized Residential Buildings Sold
Chongqing,2020/05,1557.84,554.55,Commercialized Buildings Sold
Chongqing,2020/05,1282.65,469.72,Commercialized Residential Buildings Sold
Chongqing,2020/06,2155.48,597.64,Commercialized Buildings Sold
Chongqing,2020/06,1787.65,505,Commercialized Residential Buildings Sold
Chongqing,2020/07,2533.47,377.99,Commercialized Buildings Sold
Chongqing,2020/07,2120.65,333,Commercialized Residential Buildings Sold
Chongqing,2020/08,2949.11,415.64,Commercialized Buildings Sold
Chongqing,2020/08,2486.16,365.51,Commercialized Residential Buildings Sold
Chongqing,2020/09,3472.61,523.5,Commercialized Buildings Sold
Chongqing,2020/09,2903.26,417.1,Commercialized Residential Buildings Sold
Chongqing,2020/10,3923.84,451.23,Commercialized Buildings Sold
Chongqing,2020/10,3297.44,394.18,Commercialized Residential Buildings Sold
Chongqing,2020/11,4375.71,451.87,Commercialized Buildings Sold
Chongqing,2020/11,3683.96,386.52,Commercialized Residential Buildings Sold
Chongqing,2020/12,5071.34,695.63,Commercialized Buildings Sold
Chongqing,2020/12,4293.18,609.22,Commercialized Residential Buildings Sold
Chongqing,2021/01,,,Commercialized Buildings Sold
Chongqing,2021/01,,,Commercialized Residential Buildings Sold
Chongqing,2021/02,493.9,,Commercialized Buildings Sold
Chongqing,2021/02,435.28,,Commercialized Residential Buildings Sold
Chongqing,2021/03,1182.91,689.01,Commercialized Buildings Sold
Chongqing,2021/03,1062.78,627.5,Commercialized Residential Buildings Sold
Chongqing,2021/04,1631.77,448.86,Commercialized Buildings Sold
Chongqing,2021/04,1478.1,415.32,Commercialized Residential Buildings Sold
Chongqing,2021/05,2283.67,651.9,Commercialized Buildings Sold
Chongqing,2021/05,2089.62,611.52,Commercialized Residential Buildings Sold
Chongqing,2021/06,3030.54,746.87,Commercialized Buildings Sold
Chongqing,2021/06,2775.54,685.92,Commercialized Residential Buildings Sold
Chongqing,2021/07,3431.86,401.32,Commercialized Buildings Sold
Chongqing,2021/07,3136.61,361.07,Commercialized Residential Buildings Sold
Chongqing,2021/08,3754.33,322.47,Commercialized Buildings Sold
Chongqing,2021/08,3424.74,288.13,Commercialized Residential Buildings Sold
Chongqing,2021/09,4265.66,511.33,Commercialized Buildings Sold
Chongqing,2021/09,3834.58,409.84,Commercialized Residential Buildings Sold
Chongqing,2021/10,4539.81,274.15,Commercialized Buildings Sold
Chongqing,2021/10,4068.58,234,Commercialized Residential Buildings Sold
Chongqing,2021/11,4896.26,356.45,Commercialized Buildings Sold
Chongqing,2021/11,4379.13,310.55,Commercialized Residential Buildings Sold
Chongqing,2021/12,5391.26,495,Commercialized Buildings Sold
Chongqing,2021/12,4786.06,406.93,Commercialized Residential Buildings Sold
Chongqing,2022/01,,,Commercialized Buildings Sold
Chongqing,2022/01,,,Commercialized Residential Buildings Sold
Chongqing,2022/02,390.59,,Commercialized Buildings Sold
Chongqing,2022/02,331.37,,Commercialized Residential Buildings Sold
Chongqing,2022/03,911.02,520.43,Commercialized Buildings Sold
Chongqing,2022/03,743.43,412.06,Commercialized Residential Buildings Sold
Chongqing,2022/04,1233.5,322.48,Commercialized Buildings Sold
Chongqing,2022/04,1015.81,272.38,Commercialized Residential Buildings Sold
Chongqing,2022/05,1486.2,252.7,Commercialized Buildings Sold
Chongqing,2022/05,1224.93,209.12,Commercialized Residential Buildings Sold
Chongqing,2022/06,1962.88,476.68,Commercialized Buildings Sold
Chongqing,2022/06,1566.37,341.44,Commercialized Residential Buildings Sold
Chongqing,2022/07,2133.9,171.02,Commercialized Buildings Sold
Chongqing,2022/07,1692.83,126.46,Commercialized Residential Buildings Sold
Chongqing,2022/08,2307.19,173.29,Commercialized Buildings Sold
Chongqing,2022/08,1826.76,133.93,Commercialized Residential Buildings Sold
Country,2019/09,111491.29,,Commercialized Buildings Sold
Country,2019/09,97496.55,,Commercialized Residential Buildings Sold
Country,2019/09,7724.84,,Houses for Business Use Sold
Country,2019/09,3754.65,,Office Buildings Sold
Country,2019/10,124417.24,12925.95,Commercialized Buildings Sold
Country,2019/10,108947.77,11451.22,Commercialized Residential Buildings Sold
Country,2019/10,8559.3,834.46,Houses for Business Use Sold
Country,2019/10,4107.33,352.68,Office Buildings Sold
Country,2019/11,139005.78,14588.54,Commercialized Buildings Sold
Country,2019/11,121705.86,12758.09,Commercialized Residential Buildings Sold
Country,2019/11,9564.97,1005.67,Houses for Business Use Sold
Country,2019/11,4556.39,449.06,Office Buildings Sold
Country,2019/12,159725.12,20719.34,Commercialized Buildings Sold
Country,2019/12,139439.97,17734.11,Commercialized Residential Buildings Sold
Country,2019/12,11141.39,1576.42,Houses for Business Use Sold
Country,2019/12,5328.96,772.57,Office Buildings Sold
Country,2020/01,,,Commercialized Buildings Sold
Country,2020/01,,,Commercialized Residential Buildings Sold
Country,2020/01,,,Houses for Business Use Sold
Country,2020/01,,,Office Buildings Sold
Country,2020/02,8203.47,8203.47,Commercialized Buildings Sold
Country,2020/02,7197.59,7197.59,Commercialized Residential Buildings Sold
Country,2020/02,517.23,517.23,Houses for Business Use Sold
Country,2020/02,300.46,300.46,Office Buildings Sold
Country,2020/03,20364.86,12161.39,Commercialized Buildings Sold
Country,2020/03,17934.36,10736.77,Commercialized Residential Buildings Sold
Country,2020/03,1294.29,777.06,Houses for Business Use Sold
Country,2020/03,606.92,306.46,Office Buildings Sold
Country,2020/04,31863.09,11498.23,Commercialized Buildings Sold
Country,2020/04,28290.63,10356.27,Commercialized Residential Buildings Sold
Country,2020/04,1919.67,625.38,Houses for Business Use Sold
Country,2020/04,883.13,276.21,Office Buildings Sold
Country,2020/05,46269.48,14406.39,Commercialized Buildings Sold
Country,2020/05,41249.79,12959.16,Commercialized Residential Buildings Sold
Country,2020/05,2741.92,822.25,Houses for Business Use Sold
Country,2020/05,1189.23,306.1,Office Buildings Sold
Country,2020/06,66894.57,20625.09,Commercialized Buildings Sold
Country,2020/06,59633.44,18383.65,Commercialized Residential Buildings Sold
Country,2020/06,3873.61,1131.69,Houses for Business Use Sold
Country,2020/06,1788.65,599.42,Office Buildings Sold
Country,2020/07,81422.03,14527.46,Commercialized Buildings Sold
Country,2020/07,72686.46,13053.02,Commercialized Residential Buildings Sold
Country,2020/07,4637.47,763.86,Houses for Business Use Sold
Country,2020/07,2204.73,416.08,Office Buildings Sold
Country,2020/08,96942.54,15520.51,Commercialized Buildings Sold
Country,2020/08,86769.37,14082.91,Commercialized Residential Buildings Sold
Country,2020/08,5332.88,695.41,Houses for Business Use Sold
Country,2020/08,2646.42,441.69,Office Buildings Sold
Country,2020/09,115647.29,18704.75,Commercialized Buildings Sold
Country,2020/09,103497.4,16728.03,Commercialized Residential Buildings Sold
Country,2020/09,6403,1070.12,Houses for Business Use Sold
Country,2020/09,3164.42,518,Office Buildings Sold
Country,2020/10,131665.09,16017.8,Commercialized Buildings Sold
Country,2020/10,117923.06,14425.66,Commercialized Residential Buildings Sold
Country,2020/10,7207.97,804.97,Houses for Business Use Sold
Country,2020/10,3581.88,417.46,Office Buildings Sold
Country,2020/11,148968.73,17303.64,Commercialized Buildings Sold
Country,2020/11,133246.8,15323.74,Commercialized Residential Buildings Sold
Country,2020/11,8256.8,1048.83,Houses for Business Use Sold
Country,2020/11,4070.62,488.74,Office Buildings Sold
Country,2020/12,173612.66,24643.93,Commercialized Buildings Sold
Country,2020/12,154566.96,21320.16,Commercialized Residential Buildings Sold
Country,2020/12,9888.91,1632.11,Houses for Business Use Sold
Country,2020/12,5047.47,976.85,Office Buildings Sold
Country,2021/01,,,Commercialized Buildings Sold
Country,2021/01,,,Commercialized Residential Buildings Sold
Country,2021/01,,,Houses for Business Use Sold
Country,2021/01,,,Office Buildings Sold
Country,2021/02,19150.74,19150.74,Commercialized Buildings Sold
Country,2021/02,17526.31,17526.31,Commercialized Residential Buildings Sold
Country,2021/02,831.44,831.44,Houses for Business Use Sold
Country,2021/02,400.77,400.77,Office Buildings Sold
Country,2021/03,38377.79,19227.05,Commercialized Buildings Sold
Country,2021/03,35055.38,17529.07,Commercialized Residential Buildings Sold
Country,2021/03,1628.21,796.77,Houses for Business Use Sold
Country,2021/03,874.15,473.38,Office Buildings Sold
Country,2021/04,53609.15,15231.36,Commercialized Buildings Sold
Country,2021/04,49009.68,13954.3,Commercialized Residential Buildings Sold
Country,2021/04,2310.16,681.95,Houses for Business Use Sold
Country,2021/04,1164.47,290.32,Office Buildings Sold
Country,2021/05,70533.7,16924.55,Commercialized Buildings Sold
Country,2021/05,64570.35,15560.67,Commercialized Residential Buildings Sold
Country,2021/05,3024.61,714.45,Houses for Business Use Sold
Country,2021/05,1484.81,320.34,Office Buildings Sold
Country,2021/06,92931.31,22397.61,Commercialized Buildings Sold
Country,2021/06,84632.72,20062.37,Commercialized Residential Buildings Sold
Country,2021/06,4216.24,1191.63,Houses for Business Use Sold
Country,2021/06,1979.59,494.78,Office Buildings Sold
Country,2021/07,106430.43,13499.12,Commercialized Buildings Sold
Country,2021/07,96746.61,12113.89,Commercialized Residential Buildings Sold
Country,2021/07,4868.78,652.54,Houses for Business Use Sold
Country,2021/07,2405.41,425.82,Office Buildings Sold
Country,2021/08,119046.86,12616.43,Commercialized Buildings Sold
Country,2021/08,108061.55,11314.94,Commercialized Residential Buildings Sold
Country,2021/08,5510.71,641.93,Houses for Business Use Sold
Country,2021/08,2738.32,332.91,Office Buildings Sold
Country,2021/09,134794.93,15748.07,Commercialized Buildings Sold
Country,2021/09,121957.26,13895.71,Commercialized Residential Buildings Sold
Country,2021/09,6437.04,926.33,Houses for Business Use Sold
Country,2021/09,3179.03,440.71,Office Buildings Sold
Country,2021/10,147184.66,12389.73,Commercialized Buildings Sold
Country,2021/10,132902.15,10944.89,Commercialized Residential Buildings Sold
Country,2021/10,7163.57,726.53,Houses for Business Use Sold
Country,2021/10,3526.06,347.03,Office Buildings Sold
Country,2021/11,161666.7,14482.04,Commercialized Buildings Sold
Country,2021/11,145597.34,12695.19,Commercialized Residential Buildings Sold
Country,2021/11,8074.7,911.13,Houses for Business Use Sold
Country,2021/11,3949.65,423.59,Office Buildings Sold
Country,2021/12,181929.95,20263.25,Commercialized Buildings Sold
Country,2021/12,162729.9,17132.56,Commercialized Residential Buildings Sold
Country,2021/12,9692.36,1617.66,Houses for Business Use Sold
Country,2021/12,4701.46,751.81,Office Buildings Sold
Country,2022/01,,,Commercialized Buildings Sold
Country,2022/01,,,Commercialized Residential Buildings Sold
Country,2022/01,,,Houses for Business Use Sold
Country,2022/01,,,Office Buildings Sold
Country,2022/02,15458.67,15458.67,Commercialized Buildings Sold
Country,2022/02,13652.36,13652.36,Commercialized Residential Buildings Sold
Country,2022/02,836.26,836.26,Houses for Business Use Sold
Country,2022/02,474.86,474.86,Office Buildings Sold
Country,2022/03,29654.6,14195.93,Commercialized Buildings Sold
Country,2022/03,26072.56,12420.2,Commercialized Residential Buildings Sold
Country,2022/03,1811.85,975.59,Houses for Business Use Sold
Country,2022/03,909.73,434.87,Office Buildings Sold
Country,2022/04,37789.4,8134.8,Commercialized Buildings Sold
Country,2022/04,33248.49,7175.93,Commercialized Residential Buildings Sold
Country,2022/04,2334.18,522.33,Houses for Business Use Sold
Country,2022/04,1103.51,193.78,Office Buildings Sold
Country,2022/05,48336.6,10547.2,Commercialized Buildings Sold
Country,2022/05,42317.29,9068.8,Commercialized Residential Buildings Sold
Country,2022/05,3055.64,721.46,Houses for Business Use Sold
Country,2022/05,1534.48,430.97,Office Buildings Sold
Country,2022/06,66072.38,17735.78,Commercialized Buildings Sold
Country,2022/06,57682.71,15365.42,Commercialized Residential Buildings Sold
Country,2022/06,4228.46,1172.82,Houses for Business Use Sold
Country,2022/06,2184.81,650.33,Office Buildings Sold
Country,2022/07,75763,9690.62,Commercialized Buildings Sold
Country,2022/07,66328.47,8645.76,Commercialized Residential Buildings Sold
Country,2022/07,4771.59,543.13,Houses for Business Use Sold
Country,2022/07,2479.75,294.94,Office Buildings Sold
Country,2022/08,85869.52,10106.52,Commercialized Buildings Sold
Country,2022/08,75287.83,8959.36,Commercialized Residential Buildings Sold
Country,2022/08,5325.05,553.46,Houses for Business Use Sold
Country,2022/08,2791.53,311.78,Office Buildings Sold
Fujian,2020/02,442.33,,Commercialized Buildings Sold
Fujian,2020/02,378.01,,Commercialized Residential Buildings Sold
Fujian,2020/03,1040.75,598.42,Commercialized Buildings Sold
Fujian,2020/03,872.23,494.22,Commercialized Residential Buildings Sold
Fujian,2020/04,1584.88,544.13,Commercialized Buildings Sold
Fujian,2020/04,1344.53,472.3,Commercialized Residential Buildings Sold
Fujian,2020/05,2276.77,691.89,Commercialized Buildings Sold
Fujian,2020/05,1925.85,581.32,Commercialized Residential Buildings Sold
Fujian,2020/06,3338.26,1061.49,Commercialized Buildings Sold
Fujian,2020/06,2776.04,850.19,Commercialized Residential Buildings Sold
Fujian,2020/07,3906.34,568.08,Commercialized Buildings Sold
Fujian,2020/07,3272.07,496.03,Commercialized Residential Buildings Sold
Fujian,2020/08,4491.81,585.47,Commercialized Buildings Sold
Fujian,2020/08,3775.87,503.8,Commercialized Residential Buildings Sold
Fujian,2020/09,5326.81,835,Commercialized Buildings Sold
Fujian,2020/09,4497.88,722.01,Commercialized Residential Buildings Sold
Fujian,2020/10,5994.16,667.35,Commercialized Buildings Sold
Fujian,2020/10,5078.08,580.2,Commercialized Residential Buildings Sold
Fujian,2020/11,6662.72,668.56,Commercialized Buildings Sold
Fujian,2020/11,5656.75,578.67,Commercialized Residential Buildings Sold
Fujian,2020/12,7497.75,835.03,Commercialized Buildings Sold
Fujian,2020/12,6343.34,686.59,Commercialized Residential Buildings Sold
Fujian,2021/01,,,Commercialized Buildings Sold
Fujian,2021/01,,,Commercialized Residential Buildings Sold
Fujian,2021/02,919.02,,Commercialized Buildings Sold
Fujian,2021/02,827.76,,Commercialized Residential Buildings Sold
Fujian,2021/03,1988.31,1069.29,Commercialized Buildings Sold
Fujian,2021/03,1779.08,951.32,Commercialized Residential Buildings Sold
Fujian,2021/04,2629.44,641.13,Commercialized Buildings Sold
Fujian,2021/04,2353.72,574.64,Commercialized Residential Buildings Sold
Fujian,2021/05,3424.31,794.87,Commercialized Buildings Sold
Fujian,2021/05,3062.97,709.25,Commercialized Residential Buildings Sold
Fujian,2021/06,4476.36,1052.05,Commercialized Buildings Sold
Fujian,2021/06,3933.07,870.1,Commercialized Residential Buildings Sold
Fujian,2021/07,5071.7,595.34,Commercialized Buildings Sold
Fujian,2021/07,4453.01,519.94,Commercialized Residential Buildings Sold
Fujian,2021/08,5581.81,510.11,Commercialized Buildings Sold
Fujian,2021/08,4903.07,450.06,Commercialized Residential Buildings Sold
Fujian,2021/09,6231.54,649.73,Commercialized Buildings Sold
Fujian,2021/09,5444.85,541.78,Commercialized Residential Buildings Sold
Fujian,2021/10,6747.72,516.18,Commercialized Buildings Sold
Fujian,2021/10,5898.18,453.33,Commercialized Residential Buildings Sold
Fujian,2021/11,7358.98,611.26,Commercialized Buildings Sold
Fujian,2021/11,6394.63,496.45,Commercialized Residential Buildings Sold
Fujian,2021/12,8217.26,858.28,Commercialized Buildings Sold
Fujian,2021/12,7082.59,687.96,Commercialized Residential Buildings Sold
Fujian,2022/01,,,Commercialized Buildings Sold
Fujian,2022/01,,,Commercialized Residential Buildings Sold
Fujian,2022/02,844.87,,Commercialized Buildings Sold
Fujian,2022/02,700.1,,Commercialized Residential Buildings Sold
Fujian,2022/03,1747.72,902.85,Commercialized Buildings Sold
Fujian,2022/03,1469.4,769.3,Commercialized Residential Buildings Sold
Fujian,2022/04,2182.17,434.45,Commercialized Buildings Sold
Fujian,2022/04,1823.22,353.82,Commercialized Residential Buildings Sold
Fujian,2022/05,2764.59,582.42,Commercialized Buildings Sold
Fujian,2022/05,2296.27,473.05,Commercialized Residential Buildings Sold
Fujian,2022/06,3491.1,726.51,Commercialized Buildings Sold
Fujian,2022/06,2880.21,583.94,Commercialized Residential Buildings Sold
Fujian,2022/07,3885.13,394.03,Commercialized Buildings Sold
Fujian,2022/07,3193.05,312.84,Commercialized Residential Buildings Sold
Fujian,2022/08,4335.51,450.38,Commercialized Buildings Sold
Fujian,2022/08,3534.83,341.78,Commercialized Residential Buildings Sold
Gansu,2020/02,29.94,,Commercialized Buildings Sold
Gansu,2020/02,27.31,,Commercialized Residential Buildings Sold
Gansu,2020/03,102.49,72.55,Commercialized Buildings Sold
Gansu,2020/03,95.78,68.47,Commercialized Residential Buildings Sold
Gansu,2020/04,184.69,82.2,Commercialized Buildings Sold
Gansu,2020/04,174.79,79.01,Commercialized Residential Buildings Sold
Gansu,2020/05,298.76,114.07,Commercialized Buildings Sold
Gansu,2020/05,281.69,106.9,Commercialized Residential Buildings Sold
Gansu,2020/06,433.6,134.84,Commercialized Buildings Sold
Gansu,2020/06,408.97,127.28,Commercialized Residential Buildings Sold
Gansu,2020/07,544.81,111.21,Commercialized Buildings Sold
Gansu,2020/07,511.61,102.64,Commercialized Residential Buildings Sold
Gansu,2020/08,669.95,125.14,Commercialized Buildings Sold
Gansu,2020/08,626.98,115.37,Commercialized Residential Buildings Sold
Gansu,2020/09,853.33,183.38,Commercialized Buildings Sold
Gansu,2020/09,795.47,168.49,Commercialized Residential Buildings Sold
Gansu,2020/10,1002.31,148.98,Commercialized Buildings Sold
Gansu,2020/10,934.37,138.9,Commercialized Residential Buildings Sold
Gansu,2020/11,1147.3,144.99,Commercialized Buildings Sold
Gansu,2020/11,1071.24,136.87,Commercialized Residential Buildings Sold
Gansu,2020/12,1293.41,146.11,Commercialized Buildings Sold
Gansu,2020/12,1205.42,134.18,Commercialized Residential Buildings Sold
Gansu,2021/01,,,Commercialized Buildings Sold
Gansu,2021/01,,,Commercialized Residential Buildings Sold
Gansu,2021/02,89.8,,Commercialized Buildings Sold
Gansu,2021/02,86.02,,Commercialized Residential Buildings Sold
Gansu,2021/03,218.74,128.94,Commercialized Buildings Sold
Gansu,2021/03,208.18,122.16,Commercialized Residential Buildings Sold
Gansu,2021/04,309.18,90.44,Commercialized Buildings Sold
Gansu,2021/04,294.91,86.73,Commercialized Residential Buildings Sold
Gansu,2021/05,428.54,119.36,Commercialized Buildings Sold
Gansu,2021/05,407.41,112.5,Commercialized Residential Buildings Sold
Gansu,2021/06,628.34,199.8,Commercialized Buildings Sold
Gansu,2021/06,598.89,191.48,Commercialized Residential Buildings Sold
Gansu,2021/07,758.05,129.71,Commercialized Buildings Sold
Gansu,2021/07,722.95,124.06,Commercialized Residential Buildings Sold
Gansu,2021/08,886.45,128.4,Commercialized Buildings Sold
Gansu,2021/08,846.8,123.85,Commercialized Residential Buildings Sold
Gansu,2021/09,1024.38,137.93,Commercialized Buildings Sold
Gansu,2021/09,974.02,127.22,Commercialized Residential Buildings Sold
Gansu,2021/10,1111.43,87.05,Commercialized Buildings Sold
Gansu,2021/10,1057.05,83.03,Commercialized Residential Buildings Sold
Gansu,2021/11,1233.75,122.32,Commercialized Buildings Sold
Gansu,2021/11,1167.25,110.2,Commercialized Residential Buildings Sold
Gansu,2021/12,1344.89,111.14,Commercialized Buildings Sold
Gansu,2021/12,1267.78,100.53,Commercialized Residential Buildings Sold
Gansu,2022/01,,,Commercialized Buildings Sold
Gansu,2022/01,,,Commercialized Residential Buildings Sold
Gansu,2022/02,96.06,,Commercialized Buildings Sold
